"annotation_id","annotator","created_at","id","label","lead_time","text","updated_at"
36,"1","2025-03-03T17:21:41.534109Z",34,"[{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":46,""end"":57,""text"":""и стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":96,""end"":128,""text"":""Договор №148\/2022 от\\n25.08.22г."",""labels"":[""MISC""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":68,""end"":94,""text"":""ЧУ \""КИНЭУ им. М. Дулатова\"""",""labels"":[""ORG""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]}]",30.016,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам ЧУ ""КИНЭУ им. М. Дулатова"", Договор №148/2022 от
 25.08.22г.","2025-03-03T17:21:41.534123Z"
37,"1","2025-03-03T17:22:09.240593Z",35,"[{""start"":130,""end"":163,""text"":""Договор №09-02-34\/9 от 25.08.22г."",""labels"":[""MISC""]},{""start"":16,""end"":23,""text"":""гранты "",""labels"":[""PAYMENT_TYPE""]},{""start"":46,""end"":57,""text"":""и стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":72,""end"":128,""text"":""\""Евразийский национальный университет им. Л.Н. Гумилева\"""",""labels"":[""ORG""]}]",25.881,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам НАО ""Евразийский национальный университет им. Л.Н. Гумилева"", Договор №09-02-34/9 от 25.08.22г.","2025-03-03T17:22:09.240617Z"
38,"1","2025-03-03T17:22:36.617916Z",36,"[{""start"":101,""end"":137,""text"":""Договор №09-02-\\n55\/31 от 28.10.22г."",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":46,""end"":57,""text"":""и стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":99,""text"":""Учреждение \""Университет \""ТУРАН\"""",""labels"":[""ORG""]}]",26.126,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам Учреждение ""Университет ""ТУРАН"", Договор №09-02-
 55/31 от 28.10.22г.","2025-03-03T17:22:36.617934Z"
39,"1","2025-03-03T17:23:06.953467Z",37,"[{""start"":108,""end"":145,""text"":""Договор\\n№09-02-55\/63 от 28.10.2022г."",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":46,""end"":57,""text"":""и стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":106,""text"":""Учреждение \""Университет \""Туран-Астана\"""",""labels"":[""ORG""]}]",27.935,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам Учреждение ""Университет ""Туран-Астана"", Договор
 №09-02-55/63 от 28.10.2022г.","2025-03-03T17:23:06.953484Z"
40,"1","2025-03-03T17:25:00.715050Z",38,"[{""start"":130,""end"":165,""text"":""Договор №09-02-55\/7 от 28.10.2022г."",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":46,""end"":57,""text"":""и стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":128,""text"":""НАО \""Евразийский национальный университет им. Л.Н. Гумилева\"""",""labels"":[""ORG""]}]",112.431,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам НАО ""Евразийский национальный университет им. Л.Н. Гумилева"", Договор №09-02-55/7 от 28.10.2022г.","2025-03-03T17:25:00.715064Z"
41,"1","2025-03-03T17:26:54.778889Z",39,"[{""start"":102,""end"":136,""text"":""Договор №9-02-144\\nот 27.12.2022г."",""labels"":[""MISC""]},{""start"":0,""end"":6,""text"":""Оплата"",""labels"":[""PAYMENT_TYPE""]},{""start"":7,""end"":39,""text"":""Hôtel Serotel Lutèce Rive Gauche"",""labels"":[""ORG""]},{""start"":42,""end"":91,""text"":""расходы связанные с обученим 3-х мед.специалистов"",""labels"":[""PURPOSE""]},{""start"":92,""end"":100,""text"":""КазНИИОР"",""labels"":[""ORG""]}]",58.224,"Оплата Hôtel Serotel Lutèce Rive Gauche - расходы связанные с обученим 3-х мед.специалистов КазНИИОР, Договор №9-02-144
 от 27.12.2022г.","2025-03-03T17:26:54.778904Z"
42,"1","2025-03-03T18:15:39.505222Z",40,"[{""start"":116,""end"":169,""text"":""Доп.соглаш.№1 к Договору №09-02-55\/74 от 28.10.2022г."",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":46,""end"":57,""text"":""и стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":68,""end"":114,""text"":""ЧУ \""Карагандинский университет Казпотребсоюза\"""",""labels"":[""ORG""]}]",2922.65,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам ЧУ ""Карагандинский университет Казпотребсоюза"", Доп.соглаш.№1 к Договору №09-02-55/74 от 28.10.2022г.","2025-03-03T18:15:39.505239Z"
43,"1","2025-03-03T18:17:30.137275Z",41,"[{""start"":143,""end"":177,""text"":""Договор №09-02-55\/54 от 28.10.22г."",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":46,""end"":57,""text"":""и стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":68,""end"":141,""text"":""РГУ \""Казахская национальная академия искусств имени Т.К.Жургенова\"" МКС РК"",""labels"":[""ORG""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]}]",109.369,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам РГУ ""Казахская национальная академия искусств имени Т.К.Жургенова"" МКС РК, Договор №09-02-55/54 от 28.10.22г.","2025-03-03T18:17:30.137287Z"
44,"1","2025-03-03T18:18:03.317872Z",42,"[{""start"":115,""end"":149,""text"":""Договор №09-02-55\/84 от 28.10.22г."",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":46,""end"":57,""text"":""и стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":113,""text"":""АО \""Южно-Казахстанская медицинская академия»,"",""labels"":[""ORG""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]}]",32.326,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам АО ""Южно-Казахстанская медицинская академия»,
 Договор №09-02-55/84 от 28.10.22г.","2025-03-03T18:18:03.317884Z"
45,"1","2025-03-03T18:18:33.924484Z",43,"[{""start"":64,""end"":100,""text"":""Договора №9-02-12 от 01.07.2022 года"",""labels"":[""MISC""]},{""start"":11,""end"":54,""text"":""за услуги международной автоперевозки груза"",""labels"":[""PURPOSE""]},{""start"":102,""end"":122,""text"":""КФ\\n\""ҚАМҚОРЛЫҚ ҚОРЫ\"""",""labels"":[""ORG""]},{""start"":0,""end"":10,""text"":""Возмещение"",""labels"":[""PAYMENT_TYPE""]}]",29.618,"Возмещение за услуги международной автоперевозки груза согласно Договора №9-02-12 от 01.07.2022 года (КФ
 ""ҚАМҚОРЛЫҚ ҚОРЫ"")","2025-03-03T18:18:33.924499Z"
46,"1","2025-03-03T18:20:13.015078Z",44,"[{""start"":0,""end"":15,""text"":""Возврат средств"",""labels"":[""PAYMENT_TYPE""]},{""start"":19,""end"":80,""text"":""НАО \""Казахский агротехнический университет им.С. Сейфуллина\"" "",""labels"":[""ORG""]},{""start"":80,""end"":111,""text"":""в связи с отчислением студентов"",""labels"":[""PURPOSE""]}]",97.977,"Возврат средств от НАО ""Казахский агротехнический университет им.С. Сейфуллина"" в связи с отчислением студентов","2025-03-03T18:20:13.015113Z"
47,"1","2025-03-03T18:22:06.210287Z",45,"[{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":46,""end"":57,""text"":""и стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":137,""text"":""НАО \""Южно-Казахстанский государственный\\nпедагогический университет \"""",""labels"":[""ORG""]}]",112.003,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам НАО ""Южно-Казахстанский государственный
 педагогический университет ""","2025-03-03T18:22:06.210306Z"
48,"1","2025-03-03T18:22:35.701571Z",46,"[{""start"":114,""end"":150,""text"":""Договор №09-02-55\/60 от 28.10.2022г."",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":46,""end"":57,""text"":""и стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":112,""text"":""АО \""Университет КАЗГЮУ им. М.С. Нарикбаева»,"",""labels"":[""ORG""]}]",27.415,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам АО ""Университет КАЗГЮУ им. М.С. Нарикбаева»,
 Договор №09-02-55/60 от 28.10.2022г.","2025-03-03T18:22:35.701588Z"
49,"1","2025-03-03T18:24:10.400668Z",47,"[{""start"":98,""end"":137,""text"":""Договор №09-02-\\n55\/30 от 28.10.2022 г."",""labels"":[""MISC""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":46,""end"":57,""text"":""и стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":96,""text"":""НАО \""Торайгыров Университет\"""",""labels"":[""ORG""]}]",93.696,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам НАО ""Торайгыров Университет"", Договор №09-02-
 55/30 от 28.10.2022 г.","2025-03-03T18:24:10.400682Z"
